,Title,Rating,Release Date,Runtime,Genres
381,Arsène Lupin,5.3,9/17/2004,131,"Romance, Action, Adventure, Crime, Mystery"
382,Toby Tortoise Returns,6.1,8/22/1936,7,Animation
383,The Horde,5.8,2/10/2010,98,"Action, Horror, Thriller"
384,The Beautician and the Beast,6.8,2/7/1997,105,"Comedy, Romance"
385,Bibi & Tina,6.6,3/6/2014,100,"Adventure, Family"
386,The Stranger,4.8,6/1/2010,91,"Action, Drama, Thriller, Mystery"
387,Contromano,5.8,9/20/2018,102,Comedy
388,Traffik,6.2,4/20/2018,96,"Horror, Thriller"
389,You Are the Apple of My Eye,7.4,8/19/2011,105,"Romance, Comedy"
390,"Ebirah, Horror of the Deep",6.3,12/17/1966,87,"Science Fiction, Action, Fantasy"
391,The Secret of My Success,6.5,4/10/1987,111,Comedy
392,Kóblic,6.1,4/14/2016,92,"Drama, Thriller"
393,14+,7.2,2/7/2015,100,"Romance, Drama"
394,The Breaking Point,7.1,10/6/1950,97,"Crime, Drama"
395,Sharky's Machine,6.0,12/18/1981,122,"Crime, Drama, Action, Thriller"
396,2 Minutes of Fame,6.6,6/16/2020,97,Comedy
397,The Binge,5.4,8/28/2020,98,Comedy
398,The Three Caballeros,6.3,12/21/1944,71,"Animation, Family, Music"
399,Sidewalks of New York,6.1,11/23/2001,107,"Comedy, Drama, Romance"
400,No Manches Frida,7.8,9/2/2016,100,Comedy
401,The Do-Over,5.7,5/27/2016,108,"Action, Adventure, Comedy"
402,Doctor Who: The Day of the Doctor,8.2,11/23/2013,77,"Science Fiction, Adventure"
403,The Love Bug,6.5,12/23/1968,107,"Comedy, Family, Fantasy"
404,Gamera vs. Viras,5.7,3/20/1968,81,"Adventure, Action, Science Fiction, Family"
405,Happy Old Year,6.9,12/26/2019,113,"Drama, Romance"
406,You Should Have Left,6.0,6/18/2020,93,"Horror, Thriller"
407,The New Land,7.8,2/26/1972,204,"Drama, Western, History"
408,Grandma,6.5,6/4/2015,78,"Comedy, Drama"
409,Alternate Weeks (and Half the Vacation),5.4,7/22/2009,98,"Drama, Family"
410,Wishmaster,5.9,9/19/1997,90,"Horror, Fantasy"
411,Without a Clue,6.6,5/5/1988,107,"Comedy, Crime"
412,"Me, Myself and Her",6.0,10/1/2015,102,"Comedy, Romance"
413,The Secret Scripture,7.3,3/23/2017,108,"Drama, Romance"
414,Me and You,6.2,10/24/2012,103,Drama
415,The Killer Shrews,4.3,6/25/1959,69,"Horror, Science Fiction"
416,Iverson,7.2,4/27/2014,87,Documentary
417,Nanny McPhee,6.6,10/21/2005,97,"Fantasy, Comedy, Family"
418,The Robe,6.8,9/16/1953,135,"Drama, History"
419,Tales from the Golden Age,6.9,5/29/2009,155,"Comedy, History"
420,Little Bitches,5.5,1/23/2018,95,"Comedy, Romance, Drama"
421,Butterflies,7.0,3/30/2018,117,"Drama, Comedy"
422,Jesse Stone: Lost in Paradise,6.6,10/18/2015,87,"Drama, TV Movie, Crime, Mystery"
423,Failan,7.2,4/28/2001,115,"Drama, Romance"
424,The Last Days on Mars,5.4,8/11/2013,98,"Science Fiction, Thriller, Horror"
425,"Die, Monster, Die!",5.6,10/26/1965,80,"Science Fiction, Horror"
426,Maudie,7.7,6/16/2016,115,"Drama, Romance"
427,Antibirth,4.9,9/2/2016,94,Horror
428,3-D Sex and Zen: Extreme Ecstasy,5.3,4/14/2011,105,"History, Romance, Drama"
429,A Taste of Honey,6.9,10/1/1961,100,Drama
430,Fantastic Four,4.4,8/5/2015,100,"Action, Adventure, Science Fiction"
431,Seaspiracy,7.9,3/24/2021,89,Documentary
432,The Adventures of Sherlock Holmes,6.9,9/1/1939,85,"Crime, Mystery, Thriller"
433,Zulu,7.4,1/22/1964,138,"Action, Drama, History, War"
434,Karwaan,7.2,8/3/2018,125,"Adventure, Comedy"
435,Dheepan,6.8,8/26/2015,115,"Crime, Drama"
436,We're All Going to the World's Fair,5.3,4/15/2022,86,"Drama, Horror"
437,Be Afraid,6.1,6/1/2017,99,"Horror, Mystery, Thriller"
438,Kung Fu Panda,7.2,6/4/2008,90,"Action, Adventure, Animation, Family, Comedy"
439,A Thousand Words,6.1,3/7/2012,91,"Drama, Comedy"
440,Por mis pistolas,7.6,8/21/1968,123,"Adventure, Comedy, Western"
441,The Hustle,6.2,5/9/2019,94,"Comedy, Crime, Action"
442,The Gorgon,6.3,10/18/1964,83,"Horror, Fantasy"
443,"Yongary, Monster from the Deep",4.6,8/13/1967,79,"Horror, Science Fiction"
444,Altitude,4.7,10/10/2010,90,"Horror, Thriller, Fantasy"
445,Buddy,4.8,6/6/1997,84,"Adventure, Comedy, Family"
446,Crying Fist,7.2,3/31/2005,121,"Drama, Action"
447,One Day as a Lion,6.2,4/4/2023,87,"Action, Thriller, Crime"
448,Cheburashka,7.4,1/1/2023,113,"Comedy, Family"
449,Echo Boomers,5.8,11/13/2020,94,"Crime, Drama, Action"
450,The Apartment,6.7,7/27/1996,116,"Mystery, Drama, Romance"
451,Bill & Ted Face the Music,5.9,8/27/2020,91,"Comedy, Science Fiction, Adventure"
452,Appena un minuto,4.8,10/3/2019,0,Comedy
453,Facing the Giants,7.5,9/29/2006,111,Drama
454,Cropsey,6.0,4/25/2009,84,"Mystery, Documentary, Horror, Crime"
455,The Unknown,7.5,5/29/1927,50,"Drama, Horror, Romance, Thriller"
456,SAS: Red Notice,5.9,8/11/2021,120,"Drama, Action, Thriller"
457,Dead Awake,5.1,9/28/2016,99,"Horror, Thriller"
458,I Want Candy,5.1,3/23/2007,87,"Drama, Comedy"
459,"Take Care of Your Scarf, Tatjana",6.7,1/14/1994,63,"Comedy, Romance"
460,Untraceable,6.2,1/22/2008,101,Thriller
461,Friend,7.0,3/31/2001,118,"Action, Drama, Crime"
462,He Loves Me… He Loves Me Not,6.7,3/27/2002,92,"Drama, Romance, Thriller"
463,"Waiting for ""Superman""",6.9,9/24/2010,111,Documentary
464,The Substitute,5.6,3/13/2007,93,"Thriller, Comedy, Horror"
465,I Wanna Hold Your Hand,6.3,4/1/1978,99,"Comedy, Music"
466,Cholera Street,6.9,11/28/1997,120,"Crime, Drama"
467,Father's Day,5.5,6/19/2011,99,"Action, Comedy, Horror"
468,Voyage of the Damned,6.0,12/22/1976,155,"Drama, War"
469,Sweet Movie,5.2,6/12/1974,98,Comedy
470,Meg 2: The Trench,6.9,8/2/2023,116,"Action, Science Fiction, Horror"
471,Double Lover,6.1,5/26/2017,108,"Romance, Thriller, Drama"
472,The Small One,6.8,12/16/1978,26,"Animation, Family"
473,Venus Beauty Institute,5.7,2/3/1999,105,"Comedy, Drama, Romance"
474,"Argentina, 1985",8.0,9/29/2022,141,"Drama, History"
475,Gomorrah,6.9,5/16/2008,136,"Drama, Crime"
476,Lego Batman: The Movie - DC Super Heroes Unite,6.5,5/21/2013,71,"Family, Animation, Adventure, Comedy"
477,Double Impact,6.1,7/31/1991,110,"Thriller, Action, Crime, Drama"
478,Truth and Justice,7.7,2/22/2019,165,"Drama, History"
479,Screamers: The Hunting,5.0,2/17/2009,94,"Action, Horror, Science Fiction"
480,The Outlaws,7.8,10/3/2017,121,"Action, Crime"
481,The Other Man,5.4,12/25/2008,90,"Drama, Thriller, Mystery, Romance"
482,Oliver & Company,6.7,11/18/1988,77,"Animation, Comedy, Family"
483,National Lampoon's European Vacation,6.2,7/25/1985,95,"Adventure, Comedy, Romance"
484,Stormy Monday,5.9,5/1/1988,93,Thriller
485,The Pleasure Garden,5.4,1/14/1927,75,"Drama, Romance"
486,Una festa esagerata,5.7,3/22/2018,93,Comedy
487,Mamá,6.1,10/7/2008,4,"Drama, Horror"
488,Super Fuzz,6.5,9/18/1980,104,"Fantasy, Action, Comedy, Science Fiction"
489,Love Is All,6.3,10/10/2007,110,"Comedy, Romance"
490,L.A. Story,6.4,2/8/1991,95,"Comedy, Fantasy, Romance"
491,Hamburger Hill,6.5,8/7/1987,110,"War, Action, Drama"
492,The Girl in the Fog,6.8,10/26/2017,128,"Mystery, Thriller, Crime"
493,Bambi Meets Godzilla,6.4,1/1/1969,2,"Animation, Comedy"
494,Thalasso,5.6,8/21/2019,93,"Comedy, Drama"
495,Lore,6.9,8/2/2012,109,"Drama, War, Thriller"
496,Meshes of the Afternoon,7.7,1/1/1943,14,Horror
497,Ginger and Cinnamon,6.4,4/4/2003,104,"Comedy, Romance"
498,Halloween: Resurrection,4.6,7/1/2002,94,"Horror, Thriller"
499,Immortal,5.6,3/13/2004,103,"Drama, Action, Science Fiction"
500,Invisible Sister,6.7,12/10/2015,77,"Fantasy, Adventure, Comedy, TV Movie"
501,Sometimes in April,7.1,2/17/2005,140,"Drama, History, War"
502,Billie Eilish: The World's a Little Blurry,8.4,2/26/2021,140,"Documentary, Music"
503,Mama,6.2,1/17/2013,100,Horror
504,The Swordsman,7.6,9/23/2020,101,"Action, Drama, History"
505,Johnny Tsunami,5.9,7/24/1999,88,"Family, TV Movie, Drama"
506,Up the Creek,5.7,4/6/1984,96,Comedy
507,Aningaaq,6.7,10/19/2013,7,Drama
508,Ajin: Demi-Human,7.5,9/30/2017,109,"Action, Horror, Mystery"
509,Island of Death,4.6,4/26/1976,106,"Horror, Thriller"
510,Why Don't You Just Die!,6.6,8/13/2018,100,"Comedy, Crime, Action, Thriller"
511,Percy Jackson & the Olympians: The Lightning Thief,6.2,2/1/2010,118,"Adventure, Fantasy, Family"
512,UHF,6.7,7/21/1989,97,Comedy
513,Velvet Goldmine,6.9,8/28/1998,123,"Drama, Music"
514,The Double Hour,6.1,10/9/2009,95,"Crime, Drama, Mystery, Romance, Thriller"
515,Questo piccolo grande amore,5.7,2/11/2009,110,Romance
516,Dead Again in Tombstone,4.9,8/30/2017,99,"Western, Action, Fantasy, Horror"
517,Boyz n the Hood,7.6,7/12/1991,112,"Crime, Drama"
518,Super Mario Bros.,4.4,5/28/1993,104,"Adventure, Fantasy, Comedy, Family"
519,The Cure,6.8,4/16/1917,24,Comedy
520,Drowning Mona,5.5,3/3/2000,96,"Comedy, Crime, Mystery"
521,Wonder Wheel,6.4,12/1/2017,101,"Drama, Romance"
522,The Pearl of Death,7.1,8/1/1944,69,"Mystery, Crime, Thriller"
523,GoodFellas,8.5,9/12/1990,145,"Drama, Crime"
524,Together,7.0,8/25/2000,106,"Drama, Comedy, Romance"
525,What the Waters Left Behind,4.8,10/28/2017,98,Horror
526,Club Paradise,5.1,7/11/1986,96,"Comedy, Drama, Romance"
527,The Guilty,5.5,6/1/2000,108,"Crime, Drama, Thriller"
528,Taekwondo,6.8,8/18/2016,105,"Drama, Romance, Comedy"
529,Christmas Connection,6.0,12/17/2017,84,"Drama, TV Movie, Mystery, Romance"
530,Smiley Face,6.0,11/16/2007,84,Comedy
531,What a Way to Go!,7.1,10/12/1964,111,"Comedy, Romance"
532,Gone Nutty,6.8,10/21/2002,4,"Animation, Adventure, Comedy, Family"
533,Desi Boyz,6.2,11/25/2011,122,"Comedy, Drama"
534,Padre no hay mas que uno 3,7.5,7/15/2022,98,"Comedy, Family"
535,Never Cry Wolf,6.9,10/7/1983,105,"Adventure, Drama, Action"
536,Doctor Who: A Christmas Carol,7.9,12/25/2010,62,Science Fiction
537,McLintock!,6.6,11/12/1963,127,"Western, Comedy"
538,Black Cadillac,5.7,1/1/2003,93,"Drama, Thriller, Horror"
539,Cursed,5.4,2/25/2005,97,"Horror, Comedy"
540,End Game,5.4,3/22/2006,93,"Action, Thriller"
541,We Have a Ghost,6.6,2/24/2023,127,"Comedy, Fantasy, Family, Adventure, Horror"
542,The Ladykillers,7.3,12/8/1955,91,"Comedy, Crime"
543,Night Moves,5.8,4/23/2014,112,"Thriller, Drama"
544,3:10 to Yuma,7.2,8/7/1957,92,"Western, Drama, Thriller"
545,"Me, Myself and Mum",6.7,11/20/2013,85,Comedy
546,Trouble at Timpetill,6.1,12/17/2008,133,"Fantasy, Adventure, Family"
547,A Gentle Woman,6.9,8/27/1969,88,"Romance, Drama"
548,Confessions of a Dangerous Mind,6.7,12/31/2002,113,"Comedy, Crime, Drama"
549,Night at the Museum: Secret of the Tomb,6.2,12/17/2014,98,"Adventure, Comedy, Fantasy, Family"
550,Diagonal Symphony,5.6,11/4/1924,7,Animation
551,The Wrong Missy,6.1,5/13/2020,90,"Comedy, Romance"
552,Cry Macho,6.0,9/16/2021,104,"Drama, Western"
553,The Vampire Bat,5.4,1/21/1933,64,"Horror, Thriller"
554,"Greta, the Mad Butcher",4.6,1/21/1977,90,"Drama, Horror"
555,Kids in the Hall: Brain Candy,6.1,4/2/1996,89,Comedy
556,Spider-Man 2: Making the Amazing,6.6,11/30/2004,126,"Action, Adventure, Science Fiction, Documentary"
557,Eye for an Eye,6.1,1/12/1996,101,Thriller
558,Spider-Man: Far From Home,7.4,6/28/2019,129,"Action, Adventure, Science Fiction"
559,Be Sick… It's Free,7.1,10/24/1968,94,Comedy
560,The Boss,6.8,2/1/1973,109,"Drama, Action, Thriller, Crime"
561,Idle Hands,6.1,4/30/1999,92,"Comedy, Horror, Fantasy"
562,The Hunter,6.6,10/6/2011,102,"Drama, Thriller, Adventure"
563,Rules Don't Apply,5.8,11/23/2016,127,"Romance, Comedy, Drama"
564,Project X,6.3,4/17/1987,108,"Drama, Comedy"
565,12 Rounds 2: Reloaded,5.5,6/1/2013,95,"Action, Adventure"
566,Milf,4.6,10/17/2010,88,Comedy
567,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,6.8,12/25/2013,114,"Adventure, Comedy, Drama"
568,Campfire Tales,5.7,5/16/1997,88,Horror
569,Tom Horn,6.5,3/28/1980,94,"Western, Action, Drama"
570,Tomorrow,7.8,11/15/2015,118,Documentary
571,I Love to Singa,6.6,7/18/1936,8,"Music, Animation, Family, Comedy"
572,New Fist of Fury,5.8,7/8/1976,114,"Action, Drama"
573,Endless Love,5.5,7/17/1981,116,"Romance, Drama"
574,The Great Magician,6.2,12/22/2011,128,"Drama, Mystery"
575,The Countess,5.9,3/13/2009,100,"Drama, History"
576,A Secret Love,7.3,4/29/2020,83,Documentary
577,Children of the Corn,5.1,10/23/2020,93,"Horror, Thriller"
578,A Monkey in Winter,7.7,5/11/1962,105,"Drama, Comedy"
579,Madeleine Collins,6.2,7/21/2021,102,"Drama, Thriller"
580,The Witch in the Window,6.2,7/23/2018,76,"Horror, Drama"
581,Free Fall,4.6,1/9/2014,90,Thriller
582,The White Haired Witch of Lunar Kingdom,6.0,2/14/2014,104,Fantasy
583,South Park: Post COVID: The Return of COVID,7.5,12/16/2021,62,"Animation, Comedy, TV Movie"
584,Cesar Chavez,6.2,3/28/2014,102,Drama
585,Novocaine,5.9,11/23/2001,95,"Comedy, Crime, Thriller"
586,Kung Fu Panda 2,7.0,5/25/2011,91,"Animation, Family"
587,Night of the Living Carrots,5.9,10/13/2011,13,"Animation, Comedy, Family"
588,It's Such a Beautiful Day,7.9,8/24/2012,62,"Drama, Animation, Comedy"
589,We Will All Meet in Paradise,6.7,11/9/1977,110,Comedy
590,Ant-Man,7.1,7/14/2015,117,"Science Fiction, Action, Adventure"
591,Vagabond,7.3,12/4/1985,105,Drama
592,Stuck with You,4.7,12/28/2022,59,"Romance, Comedy"
593,Luckiest Girl Alive,6.6,9/30/2022,113,"Drama, Thriller, Mystery"
594,Open Season 3,5.6,10/21/2010,75,"Adventure, Animation, Family, Comedy"
595,Dreamworks Holiday Classics,7.6,10/30/2012,85,"Family, Animation, Comedy"
596,Hell House LLC,6.5,10/16/2015,93,"Horror, Mystery, Thriller"
597,Down and Out in Beverly Hills,5.9,1/31/1986,103,Comedy
598,Sexy Killer: You'll Die for Her,5.4,10/10/2008,90,"Comedy, Horror, Thriller"
599,The Pornographer,4.7,10/3/2001,108,Drama
600,I Want You,7.4,6/22/2012,130,"Drama, Romance"
601,Four of the Apocalypse,6.5,8/12/1975,104,"Western, Action"
602,Five Easy Pieces,7.2,9/12/1970,98,Drama
603,Brigadoon,6.4,9/8/1954,108,"Fantasy, Music, Romance"
604,The Big Hit,5.8,4/24/1998,91,"Action, Adventure, Comedy, Thriller"
605,Donald's Dog Laundry,6.3,4/5/1940,8,"Animation, Comedy"
606,3022,5.4,11/22/2019,90,Science Fiction
607,Playing Cards,4.9,1896-01-01,1,"Documentary, Comedy"
608,Casper: A Spirited Beginning,5.3,9/9/1997,90,"Adventure, Family, Comedy, Fantasy"
609,Stations of the Cross,7.0,3/20/2014,110,Drama
610,Switched for Christmas,6.5,11/26/2017,84,"TV Movie, Drama"
611,Massacre Time,6.2,8/10/1966,92,Western
612,The Wing or the Thigh?,7.2,10/27/1976,104,Comedy
613,The Island,5.2,6/13/1980,114,"Thriller, Horror, Mystery"
614,Marmaduke,5.3,6/3/2010,87,"Family, Comedy"
615,Attila Marcel,6.9,11/6/2013,106,"Comedy, Drama"
616,Ferocious Wolf,7.0,1/27/2023,105,"Drama, Thriller"
617,Kopps,6.4,2/6/2003,90,"Action, Comedy"
618,Speedy,7.4,4/7/1928,85,"Comedy, Family"
619,Another Me,5.3,11/15/2013,86,"Thriller, Mystery, Horror, Drama"
620,Christmas Rematch,6.8,1/30/2004,99,"Comedy, Drama"
621,Elsa & Fred,7.6,7/28/2005,108,"Comedy, Drama, Romance"
622,In the Name of My Daughter,5.6,5/21/2014,122,"Drama, Mystery"
623,Camille,7.0,12/26/1936,109,"Drama, Romance, History"
624,That's What I Am,6.8,4/29/2011,101,"Drama, Family, Comedy, Romance"
625,Music from Another Room,5.6,4/24/1998,104,"Comedy, Drama, Romance"
626,Scooby-Doo! in Arabian Nights,7.5,9/3/1994,69,"Family, Fantasy, Animation, TV Movie, Music, Mystery, Adventure"
627,From a Whisper to a Scream,5.8,9/25/1987,99,"Comedy, Horror"
628,Red Nose Day Actually,7.1,3/24/2017,15,"TV Movie, Comedy, Romance"
629,Champagne,5.2,8/19/1928,93,Comedy
630,Kingdom of the Spiders,5.5,8/24/1977,97,"Horror, Science Fiction"
631,Ride the High Country,7.0,6/20/1962,94,Western
632,First Born,5.3,6/19/2016,86,Horror
633,Borotalco,6.8,1/22/1982,97,Comedy
634,Youth Without Youth,6.1,10/26/2007,125,"Fantasy, Drama, Mystery"
635,Borsalino,6.9,5/19/1970,126,"Crime, Drama"
636,Fear(s) of the Dark,6.4,10/21/2007,85,"Animation, Horror, Mystery"
637,Outpost: Black Sun,4.9,4/25/2012,101,"Action, Horror"
638,The Rough House,5.7,6/25/1917,20,Comedy
639,Batman & Bill,7.1,5/6/2017,93,Documentary
640,The Road Home,7.5,10/16/1999,89,"Drama, Romance"
641,Prep & Landing,6.9,12/24/2009,22,"Animation, Fantasy, Family"
642,Where Is My Friend's House?,7.9,7/1/1987,83,"Drama, Family"
643,Delgo,4.7,12/12/2008,94,"Adventure, Fantasy, Animation, Comedy, Science Fiction, Family"
644,Digging for Fire,5.1,8/21/2015,83,"Comedy, Drama"
645,Hotel Mumbai,7.6,3/14/2019,123,"Thriller, History, Drama, Action"
646,Mansfield Park,6.7,11/12/1999,112,"Romance, Drama"
647,Spencer,6.9,11/4/2021,117,Drama
648,Tetris,7.8,3/15/2023,118,"Thriller, History, Drama"
649,Major Dundee,6.6,4/7/1965,125,Western
650,Metal: A Headbanger's Journey,7.6,9/14/2005,91,"Documentary, Music"
651,Uncle Boonmee Who Can Recall His Past Lives,6.6,6/25/2010,114,"Drama, Fantasy"
652,The Forbidden Legend: Sex & Chopsticks 2,6.3,3/4/2009,93,"Comedy, Drama, Romance"
653,God's Not Dead 2,6.1,4/1/2016,121,Drama
654,Temptation: Confessions of a Marriage Counselor,6.4,3/29/2013,111,Drama
655,Rio Lobo,6.4,4/1/1970,114,Western
656,Joseph,8.2,4/16/1995,178,"Drama, History"
657,My Name Is Julia Ross,6.7,11/8/1945,65,"Mystery, Thriller"
658,Don't Bother to Knock,6.7,7/18/1952,76,"Drama, Thriller"
659,Cats & Dogs 3: Paws Unite,6.3,10/2/2020,84,"Family, Comedy, Action"
660,Behind the Sun,7.3,12/12/2001,105,Drama
661,Strings,6.6,10/24/2004,88,"Adventure, Animation, Drama, Fantasy"
662,Conor McGregor: Notorious,7.0,11/3/2017,90,Documentary
663,Love Streams,7.1,2/20/1984,141,Drama
664,W.,6.3,10/17/2008,129,"Drama, History"
665,Dashing Through the Snow,6.3,12/13/2015,83,"TV Movie, Family, Mystery, Romance"
666,Let It Snow,6.1,11/8/2019,93,"Romance, Comedy"
667,How to Grow Up Despite Your Parents,6.9,11/23/2016,90,Comedy
668,"It's Christmastime Again, Charlie Brown",6.0,11/27/1992,22,"Animation, TV Movie, Family"
669,Ammutta muddica al cinema,6.5,10/16/2013,0,Comedy
670,Jim Gaffigan: King Baby,6.9,3/29/2009,72,Comedy
671,A Kiss Before Dying,5.6,4/26/1991,95,"Mystery, Thriller, Crime"
672,Touki Bouki,6.8,7/1/1973,91,"Drama, Romance"
673,Ciao Alberto,7.5,11/12/2021,7,"Animation, Comedy, Family, Fantasy"
674,Iceman: The Time Traveler,6.7,11/2/2018,95,"Action, Comedy, History"
675,Detective Conan: Sunflowers of Inferno,6.0,4/18/2015,112,"Crime, Animation, Adventure, Mystery"
676,The Informer,6.8,5/9/1935,91,"Crime, Drama"
677,10 Things I Hate About You,7.6,3/30/1999,97,"Comedy, Romance, Drama"
678,Detective Knight: Independence,5.5,1/20/2023,92,"Action, Crime, Thriller"
679,Spectre,6.5,10/26/2015,148,"Action, Adventure, Thriller"
680,Tokyo!,7.0,8/16/2008,112,"Comedy, Drama, Fantasy"
681,Harry and the Hendersons,6.1,6/5/1987,110,"Comedy, Family, Fantasy"
682,Deathstalker II,5.7,11/1/1987,85,"Action, Adventure, Comedy, Fantasy"
683,Final Score,6.1,9/7/2018,105,"Action, Thriller"
684,Murder on the Orient Express,6.7,11/3/2017,114,"Mystery, Drama, Crime"
685,"Eat, Play, Love",7.0,8/19/2017,84,"Comedy, Romance, TV Movie"
686,The Promise,7.0,12/2/2016,133,"History, Romance, Drama"
687,Walesa: Man of Hope,5.8,9/23/2013,127,Drama
688,Followed,6.2,6/19/2020,96,"Horror, Mystery, Thriller"
689,Boot Camp,5.9,2/7/2008,99,"Drama, Thriller"
690,The Grand Duel,5.9,12/29/1972,90,Western
691,Mindwarp,5.1,5/25/1992,91,"Horror, Science Fiction, Thriller"
692,Flying Leathernecks,6.1,8/28/1951,102,"Action, Drama, War"
693,Pokémon the Movie: I Choose You!,7.0,7/15/2017,98,"Family, Animation, Adventure, Fantasy"
694,Send Me No Flowers,6.8,10/14/1964,100,"Comedy, Romance"
695,Jesse Stone: Night Passage,6.9,1/15/2006,89,"TV Movie, Drama, Thriller, Crime"
696,Monster High: Great Scarrier Reef,7.8,2/12/2016,69,"Family, Animation"
697,Nayak: The Real Hero,7.1,9/7/2001,187,"Drama, Thriller, Action"
698,Confidential Informant,6.4,6/27/2023,88,"Mystery, Thriller, Action"
699,The Resurrected,6.1,10/6/1991,108,"Horror, Mystery"
700,Escape from Sobibor,7.3,4/12/1987,143,"Drama, Thriller, TV Movie, War"
701,The Beaches of Agnès,7.7,12/17/2008,110,Documentary
702,The Picture of Dorian Gray,7.0,3/3/1945,111,"Drama, Fantasy, Thriller, Horror"
703,The Ultimate Christmas Present,5.4,12/1/2000,85,"TV Movie, Family, Comedy"
704,Dead Snow 2: Red vs. Dead,6.6,2/12/2014,100,"Horror, Action, Comedy"
705,The New Kids,6.4,1/18/1985,86,"Drama, Horror, Mystery, Crime"
706,Itinéraire bis,5.5,8/3/2011,80,"Comedy, Romance"
707,Pecker,6.1,9/25/1998,87,Comedy
708,The Kid Stays in the Picture,6.6,8/16/2002,93,Documentary
709,Nothing but Trouble,5.2,2/15/1991,94,"Comedy, Adventure"
710,You Will Meet a Tall Dark Stranger,5.9,9/22/2010,98,"Comedy, Drama, Romance"
711,Stitches,6.3,10/5/2012,86,Horror
712,Grand Isle,5.5,12/6/2019,97,"Thriller, Action"
713,Computer Chess,6.1,7/17/2013,91,Comedy
714,Kung Fu Jungle,6.7,10/31/2014,100,"Action, Thriller, Crime"
715,The Manitou,5.4,4/28/1978,104,"Horror, Science Fiction"
716,Seoul Searching,7.0,1/30/2015,105,"Drama, Comedy"
717,Howards End,7.0,3/13/1992,142,"Drama, Romance"
718,The Last Prosecco,5.8,10/31/2017,96,"Mystery, Comedy"
719,Chickenhare and the Hamster of Darkness,7.4,2/16/2022,91,"Animation, Adventure, Comedy, Family, Fantasy"
720,The Great Escape,7.9,7/3/1963,173,"Adventure, Drama, History, Thriller, War"
721,Trauma,5.6,12/25/2017,106,"Horror, Thriller, Drama"
722,Ladies in Lavender,6.4,11/12/2004,104,"Drama, Romance"
723,The Miracle of P. Tinto,6.6,12/18/1998,104,"Comedy, Fantasy"
724,The Bling Ring,5.4,6/12/2013,90,"Drama, Crime"
725,The Black Cauldron,6.4,7/24/1985,80,"Animation, Adventure, Family, Fantasy"
726,A Good Year,6.7,9/9/2006,117,"Comedy, Drama, Romance"
727,Until Death,5.8,1/19/2007,101,"Action, Thriller, Crime"
728,The Human Voice,6.8,9/3/2020,30,Drama
729,L'allenatore nel pallone 2,4.5,1/11/2008,108,Comedy
730,For the Love of Spock,7.4,9/9/2016,105,Documentary
731,About Last Night...,6.1,7/2/1986,113,"Comedy, Drama, Romance"
732,Demon City Shinjuku,6.0,10/26/1988,80,"Action, Fantasy, Animation, Horror, TV Movie"
733,Agneepath,6.4,1/25/2012,174,"Action, Crime, Drama"
734,Yojimbo,8.1,4/25/1961,110,"Drama, Thriller"
735,Noelle,6.6,11/12/2019,100,"Family, Comedy, Fantasy"
736,Quick Change,6.7,7/13/1990,89,"Comedy, Crime"
737,Read My Lips,7.1,10/17/2001,115,"Crime, Drama, Romance, Thriller"
